0,0.047162082
1,0.030785208
2,0.030499837
3,0.024234335
4,0.027257173
5,0.025818566
6,0.025134972
7,0.023004114
8,0.022780887
9,0.022557042
10,0.022673602
11,0.02481219
12,0.023238162
13,0.026662623
14,0.02583928
15,0.022711631
16,0.026754139
17,0.025778682
18,0.026649327
19,0.025337483
20,0.026841637
21,0.022602491
22,0.022924964
23,0.025856595
24,0.026567086
25,0.022598471
26,0.023638548
27,0.027132574
28,0.023060385
29,0.024335436
30,0.023868268
31,0.022641757
32,0.022720288
33,0.023708114
34,0.024569175
35,0.024050374
36,0.024824866
37,0.027057135
38,0.026909347
39,0.024280712
40,0.02555731
41,0.02612558
42,0.0248159
43,0.025257098
44,0.022295786
45,0.023735012
46,0.024752518
47,0.022464598
48,0.026421154
49,0.024218876
50,0.021908077
51,0.021971458
52,0.022061738
53,0.026140111
54,0.025413542
55,0.024689137
56,0.025227725
57,0.025015629
58,0.021910241
59,0.022588268
60,0.023096559
61,0.02352879
62,0.023004423
63,0.023052964
64,0.024950083
65,0.029651451
66,0.025281213
67,0.024204653
68,0.025862159
69,0.025378295
70,0.021942396
71,0.020745875
72,0.019781856
73,0.020122262
74,0.02037888
75,0.020323228
76,0.025780227
77,0.025702005
78,0.022578685
79,0.024707378
80,0.026366739
81,0.021961564
82,0.022713486
83,0.021717313
84,0.024710469
85,0.025728594
86,0.021930956
87,0.025896169
88,0.026750738
89,0.022642375
90,0.025443223
91,0.026709
92,0.026655512
93,0.023572384
94,0.025134662
95,0.021890144
96,0.024240828
97,0.025972845
98,0.025012228
99,0.021707729
